ObjectID,GlobalID,Large Wood Number,Length (m),Diameter (m),Wet?,Channel Forming?,Ballasted?,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,4e373a0e-bb81-4c92-b002-8970f04c1336,1,1.5,.15,Yes,Yes,Yes,1913853f-34bb-486d-a444-45190e74d788,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
2,f19ecedc-69e8-46ac-abf2-b09e18e088be,1,1.7,.17,Yes,Yes,No,22e3162b-ea4e-4045-8df3-3f8edb828f45,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
3,b7ca852e-54a3-4787-8bed-b184b13e3e6b,1,1.5,.23,Yes,Yes,No,b669b233-4256-4692-819d-063debd16561,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
4,88b78afd-4d54-4ead-87b7-85a13b8da42f,1,3.25,.22,Yes,Yes,No,2afcd7a4-72ba-4594-a462-9d9a178dc70d,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
5,d6bccbd3-a94f-4695-b0a7-e88449c1cc85,1,1.75,.55,Yes,Yes,No,846d6759-67ab-41cd-9399-6ba02369bde5,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
6,df7d404a-fb01-4c62-9a58-0b02646fc359,1,1.5,.22,Yes,Yes,Yes,5e2f0a84-acc4-470d-9f3a-b4f95fba7e0c,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
7,12deef5e-ae44-483d-aff2-a7d54ce455d9,1,7,.3,Yes,Yes,Yes,fbcd6fd5-006b-4047-b840-80277cd38e30,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
8,0fce4d5b-eb64-449e-9d07-42ebe74feee5,2,6,.4,Yes,Yes,Yes,fbcd6fd5-006b-4047-b840-80277cd38e30,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
9,1093ba87-c651-4cb6-9cff-edf6352e9d36,3,6,.35,Yes,Yes,Yes,fbcd6fd5-006b-4047-b840-80277cd38e30,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
10,03935994-c71f-429f-ad2e-7bbc2e9898da,4,5,.15,Yes,No,Yes,fbcd6fd5-006b-4047-b840-80277cd38e30,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
11,4d9d8d02-3e71-4311-a4e1-e4843bef224e,5,2.25,.15,Yes,No,Yes,fbcd6fd5-006b-4047-b840-80277cd38e30,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
12,08a3cb7a-49f2-4ed4-af5d-95257372cd4e,1,2.5,.16,Yes,Yes,No,bf2bf5e6-e7ab-455c-8aac-c547114c5b95,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
13,e4715096-0116-40fe-be26-658da496dc43,1,2.3,.15,Yes,Yes,Yes,bb7fa303-459f-42a7-bab3-c0a7912e1187,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
14,25feda94-1537-4fc0-a1f7-d576b1f09b74,1,1.6,.18,,No,Yes,0000e11c-e829-4871-90ce-38e42c8b0076,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
15,3959c8f4-6756-4b4d-bbe9-b3ae0e907389,1,2.1,.18,Yes,No,No,1b1cfb11-9e62-4b33-993b-3744f7304ab9,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
16,4e99a770-5730-49b2-9bb5-45c0d3b95e9d,1,1.8,.19,Yes,No,Yes,bd0f60e2-3943-4c8b-aec6-a43ac6074c63,7/24/2019 10:46:55 PM,richie@qcinc.org,7/24/2019 10:46:55 PM,richie@qcinc.org
