ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,a38f26bb-628d-46ca-88aa-1e5c17ee3ae3,Run,1,1,0.25,,,,,,100,20,50,30,,,,,,,,,,,,,0.29,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
2,18c5925c-95e3-423f-a719-3f67fc690599,Pool,2,1,0.26,,,,,,100,30,50,20,,,,,,,,,,,,,0.39,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
3,8d63b685-eca8-45d1-b5d8-7191a17de0e2,Riffle,3,1,0.3,,,,10,,90,,,,,9.65,19.3,54.5,54.5,109,19.3,77,109,4.85,309,3,0.29,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
4,63874527-f6a0-4461-a323-a6e045d2c5e3,Run,4,1,0.24,,,,,,100,20,50,30,,,,,,,,,,,,,0.43,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
5,de167e80-62bb-4cee-b174-358986fbe26c,Riffle,5,1,0.32,,40,,,,60,20,50,20,10,27.3,27.3,54.5,218,309,309,54.5,309,38.5,19.3,9.65,0.32,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
6,04fd4dcf-a3c5-4d13-bbcb-df3708d63f26,Pool,6,1,0.2,,,,,,100,20,60,20,,,,,,,,,,,,,0.69,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
7,a96dd861-20a7-4934-aa43-73037099bfec,Riffle,7,1,0.18,,,,,,100,,,,,6.85,54.5,54.5,38.5,27.3,77,77,154,38.5,77,38.5,0.27,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
8,71c9978e-528d-42bc-8220-b68ec13b4499,Pool,8,1,0.24,,,,,,100,30,70,,,,,,,,,,,,,,0.62,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
9,492ea329-b8ab-4788-9b04-23b8470419de,Riffle,9,1,0.32,,,,,,100,,,,,27.3,54.5,9.65,38.5,54.5,109,3,54.5,77,19.3,19.3,0.32,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
10,a07b65a5-d97f-497f-a676-32e73466ebd0,Pool,10,1,0.19,,,,10,,90,30,60,10,,,,,,,,,,,,,0.44,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
11,e3b58480-db5b-48d5-9ffd-db4ed1f02a3b,Riffle,11,1,0.22,,,,,,100,,,,,13.65,109,77,154,77,154,6.85,218,38.5,54.5,19.3,0.27,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
12,4c5980e8-7e44-4c54-b67a-6f65444ffb0d,Rapid+,12,1,0.32,,,,20,,80,20,60,10,10,,,,,,,,,,,,0.44,,,,,,771db2c8-4c8e-4df0-9839-b693888257a3,7/29/2019 11:57,richie@qcinc.org,7/29/2019 11:57,richie@qcinc.org
