ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,f13c220c-190f-4c61-98eb-9847a6f2466c,1,Left_Bank,3.2,0.42,0.59,0.44,18c5925c-95e3-423f-a719-3f67fc690599,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
2,d3a72f56-7b4f-450f-970f-3d3a2abc58e7,1,Left_Bank,2.8,0.45,0.41,0.33,8d63b685-eca8-45d1-b5d8-7191a17de0e2,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
3,13ddfaa6-43e1-4b81-9a2f-f5a30d97d16a,1,Left_Bank,3.9,0.33,0.34,0.25,63874527-f6a0-4461-a323-a6e045d2c5e3,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
4,e6ef5b16-6e2e-46a9-a587-43eb6600e185,1,Left_Bank,5.2,0.33,0.27,0.26,04fd4dcf-a3c5-4d13-bbcb-df3708d63f26,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
5,d1b99d34-2e5b-4ed6-a694-910058c6015c,2,Right_Bank,3.2,0.38,0.78,0.62,04fd4dcf-a3c5-4d13-bbcb-df3708d63f26,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
6,139b419c-ebbe-4e80-93b8-07ed8b477c77,1,Right_Bank,4,0.34,0.25,0.21,71c9978e-528d-42bc-8220-b68ec13b4499,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
7,415ec985-012d-40ff-8055-8fe761c2f5ab,1,,2.75,0.31,0.28,0.24,edcccc49-6ef5-4f28-9b36-f2ebbddf9282,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
8,4dcd6249-fd83-4d06-9752-2bc2a5dc88b2,1,Right_Bank,2.25,0.32,0.48,0.32,e129b17a-1110-443e-a05a-b8fb6ddefde1,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
9,64441559-1a67-4a7f-9178-eec750cec85f,1,Right_Bank,2,0.2,0.21,0.25,b76e50e4-a5e4-4df1-a370-2383352d55b0,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
10,351faa6b-34f1-4c11-84a8-bdcb9cbae6b0,1,Right_Bank,8.9,0.27,0.25,0.27,9e3d5404-dc01-4fd3-b66a-440383c1e52c,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
11,a27f860b-8bb5-40b4-974a-9d04d06a3d47,1,Left_Bank,1.8,0.37,0.36,0.2,01c6a98b-0073-4480-b948-2ba40439b3e8,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
12,52bc6a8b-f622-4949-bc43-c96dc765dc67,1,Right_Bank,2.3,0.51,0.36,0.26,4a0d5df0-317f-422d-9ab0-c19a7b985480,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
13,2a8b9f94-c268-40ff-aff3-5ee41f606602,1,Left_Bank,5.5,0.35,0.3,0.4,cc98376b-9ae4-43a6-8eb7-203184be9e7a,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
14,2640f22e-a0f6-45e2-ae55-b8de1b22bd53,1,Right_Bank,2,0.34,0.22,0.46,ec340886-f066-4dcf-8b50-7b28a7cb9317,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
15,72ddcd1d-db58-4ae9-8e50-eabe6c44e68a,1,Left_Bank,2.7,0.46,0.55,0.46,62c4dda6-710d-4476-9636-95d4fd59615d,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
16,14a1fb03-2b1f-4302-b6d9-3da9fd9e16fc,1,Left_Bank,1.6,0.33,0.22,0.23,5c394ac1-ef6e-44da-bbbb-6dffb998e6ab,7/29/2019 11:57:32 AM,richie@qcinc.org,7/29/2019 11:57:32 AM,richie@qcinc.org
