ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,8e592cab-fac4-4e58-832c-58bfada809f5,Riffle,1,1,0.18,,30,,,,70,30,60,10,,,,,,,,,,,,,0.25,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
2,1491c395-4a31-4e4e-b3a0-ee8b4936ba2c,Pool,2,1,0.23,,,,,,100,50,40,10,,,,,,,,,,,,,0.44,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
3,d4420f82-5d99-4076-88e8-5c1a8d9c7c9f,OCA,3,1,0.11,,10,,,,90,80,10,,,,,,,,,,,,,,0.28,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
4,fdfba200-2c69-4e6e-a859-1486360a7dc3,Riffle,4,1,0.19,,10,,10,,80,30,60,10,,,,,,,,,,,,,0.28,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
5,04d10ec9-8c3a-4125-b276-ff7b7243e3d3,Pool,5,1,0.18,,40,,40,,40,70,30,,,,,,,,,,,,,,0.56,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
6,4951d1dc-7d26-4b95-ab54-8a8b0b772e08,Riffle,6,1,0.3,,10,,,,90,30,50,20,,,,,,,,,,,,,0.34,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
7,bd61e948-0686-49ff-a741-db11f56252da,Pool,7,1,0.24,,10,,10,,80,60,40,,,,,,,,,,,,,,0.52,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
8,4bf805b3-e3df-4e2e-98c4-0d033dcd1929,Riffle,8,1,0.34,,,,,,100,30,50,20,,,,,,,,,,,,,0.34,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
9,32c5561a-29b7-4742-aadd-39e908359c14,Pool,9,1,0.3,,,,,,100,40,50,10,,,,,,,,,,,,,0.49,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
10,a4265eee-b52a-4ac6-ae5f-6d8b96a33379,Pool,10,1,0.24,,10,,30,,60,70,30,,,,,,,,,,,,,,0.58,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
11,c6cb916f-6aa9-49ae-9c53-d8cb9210e77b,Riffle,11,1,0.27,,10,,10,,80,30,70,,,,,,,,,,,,,,0.36,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
12,c20c5c16-0bd3-4995-80db-5ebd4365f813,Pool,12,1,0.23,,,,30,,70,60,60,,,,,,,,,,,,,,0.53,,,,,,e37464e5-295c-4667-b288-a544879dea4e,7/19/2019 23:34,richie@qcinc.org,7/19/2019 23:34,richie@qcinc.org
