ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,1584f035-bee1-42e5-a82c-4a7685a64f87,1,Left_Bank,2,0.48,0.37,0.25,0dac067a-4c93-4a68-818f-47ec9a0743a9,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
2,9741c435-fc61-47fe-9641-f8c31779c0a1,1,Left_Bank,1.8,0.49,0.47,0.4,347e403d-337b-42d9-a84c-3f62a5c9d3ac,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
3,e6e8745c-5e22-4a03-8283-a5d69be27c3d,1,Left_Bank,3,0.38,0.55,0.73,9421e017-0962-40d3-abca-fe9d97477fe8,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
4,908e1860-32d1-4274-b5a1-a2ddd2e3b772,1,Left_Bank,1.52,0.24,0.22,0.35,9ce3f5d1-5e21-4969-82fe-2c8b1bb0131e,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
5,0f12e932-763f-475a-9d07-b82cfcfc7058,1,Right_Bank,1.5,0.29,0.5,0.57,62647abb-5098-4053-9c1f-e7f4a36e6c96,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
6,09ffab23-43a4-46fa-8600-c5ce0fcc9f15,1,Right_Bank,2.5,0.33,0.5,0.41,f3b4531a-33cd-43db-963e-af022742eb00,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
7,8e32d631-b894-45d5-b80a-a210dcf1a322,1,Left_Bank,3,0.39,0.2,0.25,09c0215c-98ba-4c9c-97c8-22a579aed53a,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
8,f7833b3e-afbe-4eee-b2c2-1215bcce81e2,1,Left_Bank,1.5,0.64,0.37,0.29,4f868a0e-5da6-4e4e-96a2-b098a5341a7e,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
9,b9fb92cc-36a6-4027-9edb-a676c9d1e2f1,2,Left_Bank,1.5,0.35,0.5,0.33,4f868a0e-5da6-4e4e-96a2-b098a5341a7e,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
10,0aa03d6a-0e19-4053-845c-281a9de428db,1,Left_Bank,3.6,0.63,0.41,0.81,a25076b8-271d-4d20-bbee-60446b953c17,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
11,1622e508-621f-40ec-af99-afb1907952ca,1,Right_Bank,4.5,0.57,0.43,0.5,8cc52065-c3b9-4a66-bfa0-06819aec837c,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
12,87c5d3ef-229c-48fd-a0da-a718d702a365,2,Left_Bank,1.8,0.39,0.27,0.25,8cc52065-c3b9-4a66-bfa0-06819aec837c,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
13,da04229f-42eb-493c-a995-fc4ccea32f38,3,Left_Bank,6,1.13,1.11,0.5,8cc52065-c3b9-4a66-bfa0-06819aec837c,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
14,4ffda61b-6706-4958-81eb-d24b3339b7c3,4,Right_Bank,1.5,0.63,0.85,0.61,8cc52065-c3b9-4a66-bfa0-06819aec837c,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
15,b3d46ced-ad64-4bed-991c-d83009c5d51a,5,Right_Bank,5,0.63,1.19,0.74,8cc52065-c3b9-4a66-bfa0-06819aec837c,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
16,ca8d909d-0c50-4d43-ba6d-1328f3b04a68,6,Left_Bank,5,0.75,0.42,0.79,8cc52065-c3b9-4a66-bfa0-06819aec837c,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
17,71ac658b-0a52-4c89-9d46-ab861d80a72c,7,Right_Bank,1.5,0.43,0.47,0.45,8cc52065-c3b9-4a66-bfa0-06819aec837c,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
18,4afd278c-da1e-4761-8083-73aa4a44cf4a,8,Left_Bank,2.3,0.4,0.41,0.43,8cc52065-c3b9-4a66-bfa0-06819aec837c,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
19,12992bc9-8f2a-44c3-966e-d7e76abdf815,1,Left_Bank,2,0.75,1,0.67,9bbed64c-b811-4adc-b525-5029c44980f7,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
20,faf5b294-dad7-4255-bebe-fa4da9e070b7,1,Left_Bank,2,0.33,0.28,0.25,dca426de-3407-441d-9e95-751fe85cfeb4,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
21,8416d874-8d8f-457e-915b-83ab42c35b69,1,Left_Bank,1.8,0.42,0.33,0.23,36b1c032-6413-4148-b608-9f748db2faf5,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
22,00b6c1d7-cbed-4802-9a34-32567de9ea51,1,Right_Bank,1.5,0.43,0.5,0.31,36e6e6d5-de36-49ab-baea-52686eca3681,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
23,d30e3d06-d0f8-40f7-b2d6-309b192441cb,2,Right_Bank,3,0.85,1.1,0.89,36e6e6d5-de36-49ab-baea-52686eca3681,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
24,30f08f6a-0325-4ba5-ad4f-a293856cde5d,1,,2,0.42,0.35,0.8,2daa543f-ccea-4aa6-b08a-08b8fbcb4547,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
25,960a5b9f-7b80-4531-9453-06fc025f2765,1,Left_Bank,1.5,0.73,0.5,0.55,a15ce183-5a3b-4a87-b0fd-a38606b7ecdc,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
26,d31de9b9-9291-47f7-b38a-9e06c1b9f1d4,1,Right_Bank,1.75,0.29,0.52,0.43,d4e638d4-b4d3-490e-9e15-377e322a7b74,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
27,843e65a0-6ba4-4fc1-b186-a1d3206960ac,1,Right_Bank,3,0.38,0.2,0.29,99fc2f0a-168b-4da3-ba12-c7f4dfb57216,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
28,82060838-a816-4663-9071-c03bd5ce60fc,1,Right_Bank,2,0.2,0.37,0.25,a619d410-b056-41a4-9c3f-48f0da1a71dc,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
29,c29ef791-6894-4914-96be-acbfe7f730d4,2,Right_Bank,2,0.25,0.35,0.3,a619d410-b056-41a4-9c3f-48f0da1a71dc,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
30,252f8737-7775-491d-b241-f288fa23033a,3,Right_Bank,3,0.29,0.5,0.36,a619d410-b056-41a4-9c3f-48f0da1a71dc,7/18/2019 4:09:36 PM,richie@qcinc.org,7/18/2019 4:09:36 PM,richie@qcinc.org
