ObjectID,GlobalID,Large Wood Number,Length (m),Diameter (m),Wet?,Channel Forming?,Ballasted?,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,c26d1092-e4c9-4ca7-9140-39ac8c12c08e,1,1.5,0.4,Yes,Yes,Yes,d4b3c475-12c4-4af4-8c68-74a20782eca5,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
2,55b04319-f854-479a-984d-31e6a24a2de6,2,2,0.18,Yes,Yes,Yes,d4b3c475-12c4-4af4-8c68-74a20782eca5,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
3,6c14a71b-0fae-433f-be8d-d1c7e1e45f64,1,2.21,0.22,Yes,Yes,No,c225c686-ae1d-4748-b0c5-a5eb7cc60af2,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
4,d7f9ef1e-9df2-4b82-8c49-33e1e4d3b479,1,2,0.39,No,No,Yes,f3b4531a-33cd-43db-963e-af022742eb00,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
5,abc72adc-feef-46bd-aa6b-9ddf01b2bff5,1,1.5,0.3,Yes,No,Yes,e4cc9650-93b2-4c44-b5c1-edc31cb2cfe4,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
6,39af3700-96cf-439a-9076-e1ae005ba84f,1,3,0.16,No,No,No,ec5c67f6-3b10-4fe7-929d-47307365adb5,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
7,3c84d95e-c880-419a-9298-d3e25ac7cb76,2,3.3,0.17,No,No,Yes,ec5c67f6-3b10-4fe7-929d-47307365adb5,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
8,831612ab-59c7-48e5-8677-ab7222eb7399,3,1.8,0.3,Yes,Yes,Yes,ec5c67f6-3b10-4fe7-929d-47307365adb5,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
9,e6dc69fb-f2ba-416d-af3b-70958474963e,1,3,0.25,Yes,No,Yes,a25076b8-271d-4d20-bbee-60446b953c17,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
10,97b345d3-9300-4a57-89ad-def89cd974a7,1,1.65,0.29,Yes,No,Yes,8cc52065-c3b9-4a66-bfa0-06819aec837c,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
11,a56f34d1-982a-43a7-864e-f6842fb84629,1,2,0.23,Yes,No,No,9bbed64c-b811-4adc-b525-5029c44980f7,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
12,d77c1063-c7ec-462e-afae-960c4e791e5f,1,1.5,0.19,Yes,Yes,Yes,dca426de-3407-441d-9e95-751fe85cfeb4,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
13,5ef412cc-48e9-4833-a55c-858d7cc39efd,1,1.5,0.18,No,No,Yes,e842c6a4-e849-48f9-8986-4951c4775fc3,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
14,4c96604f-6bc1-4060-b7c4-e73a9fd469c2,1,1.6,0.28,Yes,No,Yes,15185a5b-15a5-4d9f-ba56-27da92bb7f97,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
15,fbea14ee-e9ae-455b-80bf-573299a7f219,1,3,0.32,No,No,No,993c3eb9-dc3c-4c5d-8e97-e60356eb8991,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
16,570136a2-95f9-4bc1-aced-31975aff58eb,2,3,0.6,Yes,Yes,Yes,993c3eb9-dc3c-4c5d-8e97-e60356eb8991,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
17,a50eb95c-d7ba-450f-86b2-c61a3c047add,3,2,0.27,Yes,Yes,No,993c3eb9-dc3c-4c5d-8e97-e60356eb8991,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
18,4a392f9e-3ff2-4e8f-a117-043688bb8245,1,2,0.71,Yes,No,Yes,ab8e5906-f6c6-4b86-9f40-e804b63a80af,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
19,758c3704-2ee0-4e30-86e6-07a958e68c74,1,3,0.36,Yes,No,Yes,8ba25a3a-92ee-40a2-ac13-cd678d87428d,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
20,35b12dda-57ee-45ac-8ef3-12d582e1f797,1,3,0.42,Yes,No,Yes,7e071907-bf52-4b81-b421-463722ea3462,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
21,8505ec38-c431-4d29-9ded-e9172edda613,1,1.5,0.15,Yes,No,No,5623785c-19ba-43f2-b7eb-e73d80318826,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
22,796b6ba5-10b0-4f19-adbb-64c7f7e148a0,2,4,0.43,Yes,Yes,Yes,5623785c-19ba-43f2-b7eb-e73d80318826,7/18/2019 16:09,richie@qcinc.org,7/18/2019 16:09,richie@qcinc.org
