ObjectID,GlobalID,Large Wood Number,Length (m),Diameter (m),Wet?,Channel Forming?,Ballasted?,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,918a9a66-ad07-4d93-a8d0-cc8adc91fbd1,1,5.75,0.2,Yes,Yes,No,fa2c303b-9c64-487f-a535-c38cc8a0ad1f,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
2,1cb2c4f1-9b48-45bb-aef7-b43ea0b1f106,2,5,0.3,Yes,Yes,No,fa2c303b-9c64-487f-a535-c38cc8a0ad1f,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
3,5fd5b2a1-5b3d-48b4-8ab6-fc74bb145516,1,6.25,0.22,No,No,No,63084c71-2b2c-40d9-acb6-2d86b9193ae7,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
4,7f2dbf01-697d-49e3-80f9-2622d03cd1e9,1,9.25,0.5,Yes,Yes,Yes,4fe79323-19df-4e4f-b222-86b92b116dc4,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
5,cfd6aa2e-7de7-4efa-9a2e-58a081d95e9d,1,10.5,0.17,Yes,Yes,Yes,78f6688b-1424-4abc-b4e9-6e74fda8bdb3,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
6,f7b3ad92-81e6-4017-9fb1-f547032f8968,1,4.5,0.3,Yes,Yes,No,76750fce-5ec2-48e6-84f3-9218456d5bdf,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
7,cb800ecf-676a-4697-af7b-3c9610d10f25,1,12,0.42,Yes,Yes,Yes,48589ca2-625e-4aea-8c1a-b79e6ee39af5,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
8,89e5a81e-49aa-49c0-9fee-13c73968b686,1,3.25,0.4,No,No,Yes,af39a3d7-318b-4a9c-8bd8-fa8cdec7df87,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
9,ea913221-c9e4-4163-b526-ae35483027ba,2,5.5,0.15,No,No,Yes,af39a3d7-318b-4a9c-8bd8-fa8cdec7df87,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
10,34b3edf0-88a0-429a-b698-f60bf2cda6dc,3,2.5,0.37,Yes,No,Yes,af39a3d7-318b-4a9c-8bd8-fa8cdec7df87,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
11,54f52070-70ca-4a9c-9f38-661d6a62a177,1,5,0.22,Yes,Yes,Yes,c5e0bf54-ba29-4c5d-8690-629beca271aa,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
12,15f97b07-2723-46c7-b5e0-150f28c67339,2,3,0.15,No,No,No,c5e0bf54-ba29-4c5d-8690-629beca271aa,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
13,dae51677-ff8e-4d99-839b-98568be8d9df,1,4.75,0.2,Yes,No,No,3bcd1135-bd24-4d05-ad38-f717750b1c66,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
14,d0a36b28-d96d-4eb4-86cf-c844c3525d78,2,2.5,0.37,Yes,Yes,Yes,3bcd1135-bd24-4d05-ad38-f717750b1c66,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
15,711978ef-6b09-448e-bcb0-609f246397e0,3,4.5,0.3,Yes,Yes,Yes,3bcd1135-bd24-4d05-ad38-f717750b1c66,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
16,4c8c88f0-9671-41d4-a2d9-59220cb9656c,1,5.2,4.7,Yes,Yes,Yes,f138b202-8eef-44a1-b697-0b0c3662252b,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
17,b331501b-2280-4b94-a64f-47ca4fb0ffbf,1,15,0.17,Yes,Yes,Yes,f2979809-d456-413f-a09f-71947fae9ce4,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
18,9ddfa833-a982-4963-93b8-330a3109e952,1,2,0.2,No,No,Yes,09be4d29-a84d-491f-bb34-0efaf49f7056,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
19,d32d3e0c-3290-43d6-a1ab-95f7faea00e5,2,9,0.45,No,No,Yes,09be4d29-a84d-491f-bb34-0efaf49f7056,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
20,d5290caa-1f03-49f3-bcb5-951ba44c575c,3,18,0.5,Yes,Yes,Yes,09be4d29-a84d-491f-bb34-0efaf49f7056,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
21,f252c74f-1e52-45f9-b1cb-6bef2b1c47f5,4,5.5,0.15,Yes,Yes,Yes,09be4d29-a84d-491f-bb34-0efaf49f7056,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
22,bf6f53a3-37c9-4741-bbca-06a8b6900036,1,3,0.3,Yes,No,Yes,548ecd45-6ae9-4413-a54c-be4143c9e068,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
23,b317b2d1-bd15-488d-b0ce-df3b50a2e0ad,2,4.25,0.35,Yes,Yes,Yes,548ecd45-6ae9-4413-a54c-be4143c9e068,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
24,9e273823-b027-4ead-9165-6c79022d5a17,3,2,0.27,No,No,No,548ecd45-6ae9-4413-a54c-be4143c9e068,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
25,4059e8d5-dada-4323-87bf-2897d9c08609,1,4.5,0.35,No,No,Yes,6fb225bc-d7d1-4c42-adaa-9a01321cf1bb,8/27/2019 21:42,richie@qcinc.org,8/27/2019 21:42,richie@qcinc.org
