ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,ffd8bd5e-5654-43b5-a039-8138a5ba4682,1,Left_Bank,5.75,0.68,0.8,0.62,e38b151b-6a48-4841-9afe-45841b01b18c,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
2,640ad582-6745-44a0-80ab-1c2694e58eb1,1,Right_Bank,4,0.25,42,0.22,fa2c303b-9c64-487f-a535-c38cc8a0ad1f,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
3,0fd2d9d3-c32f-4db0-94a2-017289c0c21f,1,Right_Bank,6,1.04,0.54,0.36,63084c71-2b2c-40d9-acb6-2d86b9193ae7,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
4,60a2efe5-cb1a-482b-8fb7-fe519f59fd69,1,Left_Bank,2,0.4,0.4,0.62,4fe79323-19df-4e4f-b222-86b92b116dc4,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
5,ff77120f-9656-4b94-94b0-94533030e4cb,1,Left_Bank,2.2,0.58,0.48,0.3,5a71c34c-89be-497c-80c3-33d2e41b10bb,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
6,c92dae77-4765-4e82-82f9-525c2e79db47,1,Right_Bank,9,0.72,0.2,0.26,af39a3d7-318b-4a9c-8bd8-fa8cdec7df87,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
7,5a91be08-8eda-4fce-9b29-628d95de66df,1,Right_Bank,5.25,0.46,0.2,0.28,295fdc1a-f129-4b5f-9241-f79e8528448d,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
8,b6d56606-9f9c-4d45-9fa2-836b40b839c8,1,Left_Bank,4.25,0.3,0.42,0.28,96a1091a-2ba8-435d-9004-cfd1456c76a6,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
9,11bad806-36aa-4685-b1b7-e9fe4d2b1c52,1,Right_Bank,2.25,1.3,1.2,1,c520bc9a-4b1e-4913-8cde-7d13ac5992f0,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
10,638edbae-63a6-4c20-a27a-706a05b74912,1,Left_Bank,2.25,0.28,0.52,0.3,a3228c8d-3953-4e99-90a5-a09f69f4ddcc,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
11,7f94e54a-6c83-4ee4-ad31-fe868d638793,1,Right_Bank,1.75,0.42,0.2,0.2,adf9f0f6-5104-4321-a37b-68ace7fdea75,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
12,9fb2e729-fe76-4606-b900-810cbe64535f,1,Right_Bank,1.75,0.2,0.32,0.22,8cf1010f-1ac0-4129-be05-2cc066084a04,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
13,afa245fb-5cd4-46ba-a921-d62c8503d332,1,Right_Bank,2,0.62,0.49,0.32,c361d184-cfdc-47e2-955d-71beee6425d2,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
14,d275a31b-95e9-41cb-a4f3-faba9a50639e,1,Right_Bank,1.5,0.25,0.34,0.36,0d3d92e6-c17e-4d5a-be6c-385ddd0fc6ed,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
15,e3a84d28-6670-432b-84c9-649a8863f7cf,1,Right_Bank,1.3,0.72,0.68,0.51,e0bbaa1c-2edf-4ba2-a7f2-bc4ba346980e,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
16,f48d1553-77d5-4934-a214-9672a7174229,1,Right_Bank,2,0.29,0.5,0.48,2fa7a178-1a98-42a5-896d-9750b3f94175,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
17,332fb75f-f71c-430a-8e38-280b2a9d2de6,1,"Island,Right_Bank",2.75,0.65,0.56,0.42,c6e34e37-8b4e-41f2-8a20-aa6f9220db7e,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
18,56668a4e-55a3-445a-baf1-5751bd0b9f0e,1,Right_Bank,1.7,0.33,0.47,0.64,4091ca48-9a0f-43b7-b288-37b7aaac32a1,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
19,77c878c2-5036-4af3-b9a8-847198bff203,1,Right_Bank,1.25,0.38,0.43,0.57,37cc8f7a-0348-4cc1-94a7-0fd64c73a224,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
20,20fe7c7c-88b0-4d78-aebd-f9323506e75d,1,Left_Bank,2,0.23,0.43,0.2,d669fbcf-7905-41ee-9134-d100c49e46d8,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
21,c37f49f9-eb19-492b-acf9-ad7cd71cf43e,1,Left_Bank,2.5,0.44,0.52,0.93,e021a9b0-4081-442d-aef8-eafa5190f247,8/27/2019 9:42:19 PM,richie@qcinc.org,8/27/2019 9:42:19 PM,richie@qcinc.org
