ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,0054f73c-373b-4aab-9083-38f81dd5f059,Riffle,1,1,0.44,,,,10,,90,,,,,218,109,13.65,54.5,154,309,309,38.5,218,54.5,109,0.51,,,,,,7a86a0f0-ffde-408f-b041-bdb020fdb1e0,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
2,54f252b9-6168-474c-86db-ba4ea753a5ba,Run,2,1,0.47,,10,,10,,90,20,20,60,,,,,,,,,,,,,0.75,,,,,,7a86a0f0-ffde-408f-b041-bdb020fdb1e0,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
3,3b872bf5-5083-4563-82ad-9a6893cd386f,Riffle,3,1,0.79,,10,,10,,90,,,,,4.85,38.5,154,154,38.5,77,154,4.85,109,77,54.5,0.79,,,,,,7a86a0f0-ffde-408f-b041-bdb020fdb1e0,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
4,2d31b1f9-68c6-4ebe-b951-76a0ee5219ba,Pool,4,1,0.63,,20,,10,,80,30,30,40,,,,,,,,,,,,,1.4,,,,,,7a86a0f0-ffde-408f-b041-bdb020fdb1e0,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
5,3ff1d438-e503-4fc2-9914-e0779106a521,Riffle,5,1,0.81,,,,,,100,,30,50,20,,,,,,,,,,,,0.81,,,,,,7a86a0f0-ffde-408f-b041-bdb020fdb1e0,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
6,48368672-7344-44b3-b3b8-6230396093a9,Run,6,1,0.39,,10,,10,,90,40,20,40,,,,,,,,,,,,,0.61,,,,,,7a86a0f0-ffde-408f-b041-bdb020fdb1e0,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
7,fb80e367-7772-435c-86ee-89aee92186e5,Riffle,7,1,0.73,,10,,10,,90,,,,,77,109,154,54.5,1.03,218,19.3,27.3,38.5,154,109,0.93,,,,,,7a86a0f0-ffde-408f-b041-bdb020fdb1e0,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
8,4b6f51f9-1d7a-4c8f-a4f1-5b38f04c14e6,Pool,8,1,0.65,,,,10,,90,20,30,50,,,,,,,,,,,,,3,,,,,,7a86a0f0-ffde-408f-b041-bdb020fdb1e0,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
9,cdb8041b-7c35-474f-bc26-8338aafb87eb,Riffle,9,1,0.5,,,,,,100,,,,,27.3,6.85,27.3,154,109,38.5,77,38.5,54.5,77,54.5,0.53,,,,,,7a86a0f0-ffde-408f-b041-bdb020fdb1e0,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
10,f9469212-ce29-4a27-971e-05d7fd077552,Run,10,1,0.57,,10,,10,,90,20,10,70,,,,,,,,,,,,,0.65,,,,,,7a86a0f0-ffde-408f-b041-bdb020fdb1e0,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
