ObjectID,GlobalID,Station Width,Station Depth,Station Velocity,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,4f68aa56-a549-45d5-8119-a61096e44b44,1.6,0.08,0,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
2,bc8947bb-71de-4bf3-899a-ba30c0eed15a,3.6,0.08,0.114,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
3,b3593afb-0310-45e3-b927-099d8a2ce1a6,5.6,0.1,0.235,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
4,0ecd373a-5d40-4728-afc4-73988b566dc2,7.6,0.2,0.123,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
5,1056951a-bd91-43c5-8a8e-620eccaf7ae1,9.6,0.22,0.25,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
6,867405a4-d096-4052-90a1-2cd1fa157177,11.6,0.12,0.633,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
7,c4fc2bdc-656e-44ee-8515-838592205b70,13.6,0.24,0.827,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
8,249bd05d-68d9-49ad-8c23-a4165a561a1a,15.6,0.3,0.758,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
9,7054e6e0-c6b0-4536-a012-a2f30b6fd2b8,17.6,0.34,0.971,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
10,6a669b3d-4bd4-40a8-8769-6c512147e82d,19.6,0.38,1.17,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
11,b3c1dcf8-6fc4-47ca-b204-d84389f5e4aa,20.6,0.24,0.83,59c4b882-91ae-425b-9f4c-47e35a5b8d02,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
12,5e3f281d-40c9-47f5-86bc-5b37994ffecf,0,0.08,0.027,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
13,d660e4de-332a-4c90-9ab5-dfccdf23ab0f,1,0.09,0.073,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
14,07bfe6b3-b0ae-4264-813c-b375963afd55,2,0.1,0.178,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
15,c508aac2-9eef-4a20-ba6f-10db5258aeeb,3,0.15,0.294,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
16,dc2c93c3-0834-4e55-bbd8-2d76d23dea10,4,0.14,0.307,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
17,de7ad182-fdea-428a-b31e-bb9b45227582,5,0.2,0.401,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
18,b9766999-6618-4629-a68d-d0a9bca010b0,6,0.21,0.317,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
19,d1e5b401-920e-4612-aa7d-7e61863623bb,7,0.27,0.478,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
20,a4d4df23-f5b7-4395-964a-ec5e56b8ef1d,8,0.28,0.497,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
21,985a63b8-e845-422a-8d26-a10d8a24a722,9,0.26,0.366,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
22,ef2fa86e-bc52-4438-a504-8bc80aef381d,10,0.32,0.437,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
23,700344bd-91d0-4b5c-bdca-4bcb19a2cb02,11,0.23,0.458,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
24,cb1b4481-a184-4765-86b0-089c9858b129,12,0.17,0.398,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
25,9c385ee3-3493-4b71-9f05-62df29c9d287,13,0.23,0.4,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
26,1be3eb91-9257-48d6-9b59-c7c01714b323,14,0.23,0.687,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
27,66ba6bc4-5277-4d1c-bf60-65a254447ea7,15,0.27,0.501,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
28,21f372e1-423d-456e-8261-c472a32da72c,16,0.26,0.59,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
29,7f871a10-53a6-4ec0-83ef-d9ec88afd9f3,17,0.28,0.488,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
30,df8fa9d0-0092-4ec9-b651-31850ad96d94,17.3,0.26,0.147,65908bf2-9aad-4a8c-ae39-7742656d1211,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
