ObjectID,GlobalID,Large Wood Number,Length (m),Diameter (m),Wet?,Channel Forming?,Ballasted?,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,256e5d35-2f45-43ca-a06d-759cd3dad72a,1,7.5,0.18,No,No,No,3b872bf5-5083-4563-82ad-9a6893cd386f,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
2,16eb14ee-ca20-4e3a-94ac-0b565771ada5,1,2,0.15,Yes,Yes,Yes,2d31b1f9-68c6-4ebe-b951-76a0ee5219ba,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
3,35c2341b-dd1e-4619-93fa-a6c3eb743641,2,3,0.5,No,No,Yes,2d31b1f9-68c6-4ebe-b951-76a0ee5219ba,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
4,07b16018-0378-42ff-aacf-986950c341e8,1,9.5,0.22,No,No,Yes,48368672-7344-44b3-b3b8-6230396093a9,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
5,e9b77c29-85a3-4d44-84af-942850d2ee6b,2,4.5,0.2,Yes,No,No,48368672-7344-44b3-b3b8-6230396093a9,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
6,d3bca297-36e7-40de-bc4b-deb65d34f3d7,3,2.5,0.2,Yes,No,Yes,48368672-7344-44b3-b3b8-6230396093a9,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
7,336f0038-d20d-4dbd-851e-7755fc8b9296,1,1.7,0.2,Yes,No,No,fb80e367-7772-435c-86ee-89aee92186e5,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
8,64307895-e390-4d7d-98e1-288ececb8dfc,2,2,0.3,Yes,No,No,fb80e367-7772-435c-86ee-89aee92186e5,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
9,8cf5aa3a-67f9-42db-84e5-a7825f1de280,3,1.5,0.25,Yes,No,Yes,fb80e367-7772-435c-86ee-89aee92186e5,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
10,3762128f-7a9e-4a8c-ba46-d70edc7b71a9,1,4,0.22,Yes,No,Yes,4b6f51f9-1d7a-4c8f-a4f1-5b38f04c14e6,8/13/2019 20:52,richie@qcinc.org,8/13/2019 20:52,richie@qcinc.org
