ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,12e1c86d-5f39-4cf0-bd29-b871a8e6c420,Run,1,1,0.4,,10,,10,,90,40,50,10,,,,,,,,,,,,,1,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
2,cf3aec15-2421-4068-9869-0466eb7c50e9,Pool,2,1,0.31,,10,,10,,90,20,50,30,,,,,,,,,,,,,1.01,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
3,85ae0dc6-277d-4ddb-8e79-58ce390e7abe,SSC,3,2,0.12,,,60,10,10,40,40,40,20,,,,,,,,,,,,,0.97,2.78,4.27,8.67,4.38,5.37,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
4,caf1f681-d365-4299-858e-a8159495cf05,Pool,4,1,0.29,,40,,40,,40,20,50,30,,,,,,,,,,,,,1,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
5,05852c26-c8a2-4819-9a10-04ad9e97d9e4,Riffle,5,1,0.31,,,,10,,90,,,,,13.65,77,77,109,77,27.3,109,77,154,154,77,0.51,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
6,bf5e3637-8d22-4dcf-a908-44e2842a6827,Pool,6,1,0.33,,30,,20,,70,20,30,50,,,,,,,,,,,,,0.97,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
7,c697651a-a1fb-4279-80f8-15a74bc5f7ba,Pool,7,1,0.31,,20,,10,,70,30,40,30,,,,,,,,,,,,,1.2,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
8,c390ef7e-444d-4dde-9679-3b67b2015118,Riffle,8,1,0.3,,,,,,100,,,,,218,19.3,0.06,38.5,54.5,54.5,109,109,38.5,6.85,77,0.84,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
9,e3c324f7-d24d-4937-ae65-d9bbc55ddc9c,Pool,9,1,0.33,,10,,30,,70,30,30,40,,,,,,,,,,,,,1.5,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
10,b17b205f-5128-4444-bed1-943616bd4a38,Riffle,10,1,0.18,,,,10,,90,,,,,77,27.3,109,9.65,38.5,109,54.5,109,27.3,77,77,0.89,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
11,a422405a-cf38-444f-9846-60d625eea140,Run,11,1,0.23,,,,,,100,20,40,40,,,,,,,,,,,,,0.42,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
12,fadeaf8f-a567-4fbf-8017-58ae27f959ba,Riffle,12,1,0.26,,,,10,,90,30,50,20,,,,,,,,,,,,,0.78,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
13,2044805e-26a2-43c2-a6b2-080dfc1d82bf,OCA,13,1,,,10,10,20,,60,40,30,30,,,,,,,,,,,,,0.45,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
14,c0cd52ac-e804-43aa-b40b-d13b468f2d88,OCA,14,1,,,20,60,20,,20,70,20,10,,,,,,,,,,,,,0.5,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
15,a495eef9-fa36-4ce2-9f41-cf3baeb44a38,OCA,15,1,,,,,50,,50,80,10,10,,,,,,,,,,,,,0.58,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
16,e237d1ee-417a-420d-a641-f3375ffca967,Pool,16,1,0.27,,,,10,,90,40,40,20,,,,,,,,,,,,,1.08,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
17,5b5839d4-1de1-4e27-bd36-c7d673ea6499,Riffle,17,1,0.35,,,,,,100,,,,,54.5,38.5,27.3,38.5,19.3,6.85,38.5,54.5,109,38.5,38.5,0.44,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
18,6fd30a20-9399-466f-aeb1-e57da5c64a75,Run,18,1,0.38,,,,,,100,20,50,30,,,,,,,,,,,,,0.43,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
19,d4eee8bf-d32f-47cb-8a7d-3ab0df0f5399,Pool,19,1,0.43,,10,,,,90,30,60,10,,,,,,,,,,,,,0.72,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
20,9b013445-d43d-488d-af9a-49c09550ae5e,Rapid+,20,1,0.2,,,,20,,80,,60,40,,,,,,,,,,,,,0.41,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde8,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
21,d5256c7e-5d0d-4176-99e3-dce755f17a2b,Pool,21,1,0.39,,30,,10,,60,40,30,30,,,,,,,,,,,,,2,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde9,8/14/2019 20:43,richie@qcinc.org,8/14/2019 20:43,richie@qcinc.org
22,c8e2012b-ba13-4d27-87d0-a23638d05fc7,Pool,22,1,0.37,,10,,10,,90,40,30,30,,,,,,,,,,,,,1.27,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde10,8/14/2019 20:43,richie@qcinc.org,8/14/2019 20:43,richie@qcinc.org
23,822d5b14-d526-497e-b949-688b67e03038,Run,23,1,0.64,,10,,10,,90,40,40,20,,,,,,,,,,,,,1.01,,,,,,97e3f7c2-dd6c-4943-a114-3e3f6014fde11,8/14/2019 20:43,richie@qcinc.org,8/14/2019 20:43,richie@qcinc.org
