ObjectID,GlobalID,Large Wood Number,Length (m),Diameter (m),Wet?,Channel Forming?,Ballasted?,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,72a22be7-b6a0-4fb2-8846-21e563bf3d8d,1,3,0.22,No,No,Yes,05852c26-c8a2-4819-9a10-04ad9e97d9e4,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
2,14dfea05-d3ee-4fdc-af3f-c8dfbb1ad15e,2,1.5,0.2,No,No,Yes,05852c26-c8a2-4819-9a10-04ad9e97d9e4,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
3,79641d9d-81ba-4687-9d23-0342bb5fec14,1,20,0.18,Yes,No,No,c697651a-a1fb-4279-80f8-15a74bc5f7ba,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
4,54a22119-50c5-4032-9d07-ef4465667894,2,4,0.15,Yes,No,No,c697651a-a1fb-4279-80f8-15a74bc5f7ba,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
5,0a70bb91-9986-488b-b056-de15ef8de4c7,1,15,0.25,Yes,No,No,fadeaf8f-a567-4fbf-8017-58ae27f959ba,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
6,174c777c-59c4-4cff-ae1c-549145183578,2,15,0.3,Yes,Yes,Yes,fadeaf8f-a567-4fbf-8017-58ae27f959ba,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
7,d97e3e15-1309-45ad-8beb-44db6856bba4,3,3,0.28,Yes,No,No,fadeaf8f-a567-4fbf-8017-58ae27f959ba,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
8,7918c6b1-d4a7-4f98-938d-2f406e045094,4,20,0.28,Yes,No,No,fadeaf8f-a567-4fbf-8017-58ae27f959ba,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
9,40b55e48-698c-4120-9061-0343782c1355,5,20,0.35,Yes,Yes,Yes,fadeaf8f-a567-4fbf-8017-58ae27f959ba,8/14/2019 20:41,richie@qcinc.org,8/14/2019 20:41,richie@qcinc.org
10,70d12603-9b1e-43c8-b3a6-6963fb2700a5,1,10.5,0.24,Yes,No,No,d5256c7e-5d0d-4176-99e3-dce755f17a2b,8/14/2019 20:43,richie@qcinc.org,8/14/2019 20:43,richie@qcinc.org
