ObjectID,GlobalID,Length (m),Width (m),Height (m),Estimated Number of Pieces,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,ff3ad50b-e16d-4796-a066-4855d8995169,9,3,0.9,7,b8bf680b-6b17-4c0e-a4eb-ace7770bfcae,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
2,8baca8de-59ea-4e52-a227-20d06f25f7cf,8,20,2.5,35,2fcab489-2686-4479-b5f1-2579473f834b,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
3,d2babe74-d55f-47d2-81ad-ffd91581bfb9,20,5,2,25,37deaedb-ca7a-4313-9ddd-550625f20b85,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
4,58489c95-e470-48e6-bf13-af5801ae0a70,8,2,0.6,5,d7f5c137-a9eb-49bf-91da-5c6a8dd5e170,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
5,592c743c-8dc3-41b5-b46b-fea4f939db92,15,5,2,10,e79f0d0b-cda1-497b-a945-fefdafb1d3a0,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
6,9b7360bf-6c7f-4899-8706-a9e43821b987,7,4.5,0.7,7,0a44a79a-114e-4edd-ba4f-d745d309580a,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
7,602c987c-91f9-41d3-a540-98f0a445d727,9,4,1.75,12,a017af71-e12f-473d-850d-166f24dfe3c5,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
8,08d9225f-f5dd-4db1-b3ac-40de297ca1c2,12,3.5,1.5,12,20c9133d-4328-4be5-8c66-f389e3062c63,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
9,98cb099e-0286-401d-8d8e-48a06d516c3b,12,3,1,8,e3d745f6-a187-4a6f-b1f6-460d57ec9505,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
10,a577d332-acc7-4de4-8524-cc18b246718f,15,8,1.25,25,ab23c8b5-cc6d-4444-b121-13e6a10ed6ae,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
11,743014b1-3832-47f6-b70e-21d4274da8b8,15,12,1.75,20,89e28d37-48aa-44d4-89ab-e69c3e8ecacc,9/11/2019 6:07:52 PM,richie@qcinc.org,9/11/2019 6:07:52 PM,richie@qcinc.org
12,51aef85d-d322-4c72-9bc9-302ebe4e67c4,14,2,1.75,,d7623536-395a-4450-82e8-c7008579e3b4,9/11/2019 9:43:37 PM,richie@qcinc.org,9/11/2019 9:43:37 PM,richie@qcinc.org
13,f0d80d6d-fe77-4f96-95f7-a96b0a42359c,7,3.5,0.75,5,3cfadcd0-21c1-4dc0-976b-2c8b3c97db66,9/11/2019 9:43:37 PM,richie@qcinc.org,9/11/2019 9:43:37 PM,richie@qcinc.org
14,76b0da27-b85d-416f-b79e-41134f961eaa,10,3.5,2,10,db2df80d-d357-4064-9e4a-d922c77e4f8a,9/11/2019 9:43:37 PM,richie@qcinc.org,9/11/2019 9:43:37 PM,richie@qcinc.org
