ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1,f97bb56e-4688-41bf-b672-82172ae0330d,Run,1,1,0.29,,10,,,,90,10,40,40,10,,,,,,,,,,,,0.39,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
2,89c4f181-4432-41b4-bf0d-d9d4677413f9,Pool,2,1,0.39,,,,,,100,20,30,40,10,,,,,,,,,,,,0.61,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
3,43ab0347-c02b-49a6-ac21-bcb1574177a3,Riffle,3,1,0.3,,10,,,,90,30,30,30,10,,,,,,,,,,,,0.45,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
4,e0fe5e07-ddce-4fb5-9a1f-fa3afe50e620,Run,4,1,0.32,,10,,10,,90,20,30,40,10,,,,,,,,,,,,0.4,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
5,520a47cf-28b6-47bb-a0c7-de95cf097ff9,Pool,5,1,0.35,,10,,20,,80,10,30,40,20,,,,,,,,,,,,0.6,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
6,18083b33-c126-4cc3-be57-d08d3d95e7a9,Pool,6,1,0.43,,,,10,,90,10,10,40,50,,,,,,,,,,,,0.75,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
7,59fe5672-81e3-461b-b071-e26f7b121c27,Pool,7,1,0.5,,10,,,,90,10,20,30,50,,,,,,,,,,,,0.74,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
8,c58bfb55-a597-463f-8bca-48c077b4272b,Pool,8,1,0.42,,,,,,100,10,20,30,50,,,,,,,,,,,,0.61,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
9,6f9aa6d0-c2a9-498a-ad67-fe6adb3ea589,Riffle,9,1,0.3,,10,,10,,90,10,40,40,10,,,,,,,,,,,,0.5,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
10,bf9ca8d3-b6e7-4e58-a98d-fe2b59cd9304,Run,10,1,0.33,,,,,,100,20,30,30,20,,,,,,,,,,,,0.48,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
11,d2c228d2-7c28-4723-b0f0-e5fe6f457eb4,Riffle,11,1,0.28,,,,,,100,20,30,30,20,,,,,,,,,,,,0.41,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
12,fbb3d4bf-97ce-4291-9b93-32af719df2ec,Pool,12,1,0.23,Bridge,20,,,30,50,10,40,40,10,,,,,,,,,,,,0.65,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
13,959ebf14-9843-432c-a435-b2baed5b2984,Pool,13,1,0.3,,20,,10,,70,10,40,40,10,,,,,,,,,,,,0.95,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
14,8d67716d-eed0-4f38-8b65-c3172f554d5b,Riffle,14,1,0.28,,,,,,100,10,30,30,20,,,,,,,,,,,,0.4,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
15,b6715799-754d-455a-b35c-5c002499225f,Pool,15,1,0.23,,,,10,,90,10,30,30,30,,,,,,,,,,,,0.55,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
16,254d13ce-65fc-4242-83c1-56e98a0782a7,Riffle,16,1,0.3,,,,,,100,10,30,30,30,,,,,,,,,,,,0.35,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
17,051dea1e-ec32-439b-8118-daacf3ad99c7,Pool,17,1,0.3,,30,,20,,40,10,40,40,10,,,,,,,,,,,,0.4,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
18,62f5b51a-ce0a-4675-b53a-cf3d73d004ac,Pool,18,1,0.28,,,,,,100,20,30,30,20,,,,,,,,,,,,0.75,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
19,1fa01dcf-2711-47eb-93ea-a399786db5ad,Pool,19,1,0.33,,,,10,,90,30,30,30,10,,,,,,,,,,,,1,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
20,2edd2f3d-8a6c-400c-bf3a-10ec3eccfa31,Riffle,20,1,0.35,,10,,10,,90,10,30,30,30,,,,,,,,,,,,0.45,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
21,4b78774d-f16d-4ff6-8b83-ec034ca91084,Run,21,1,0.3,,,,,,100,20,30,30,20,,,,,,,,,,,,0.5,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
22,2e9d39b2-00fb-400b-a675-b6664f60a598,Riffle,22,1,0.35,,,,,,100,10,40,30,20,,,,,,,,,,,,0.46,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
23,2174ef07-e1f8-4d56-a32a-bdc827333a2d,Pool,23,1,0.35,,,,,,100,10,30,30,30,,,,,,,,,,,,0.8,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
24,cd78897d-ef25-4abb-9739-1b1a205072bd,Pool,24,1,0.3,,,,,,100,,20,20,60,,,,,,,,,,,,0.69,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
25,2b409a44-b277-43f3-9a9f-06eeb9ff8f1e,Riffle,25,1,0.34,,,,,,100,30,30,20,20,,,,,,,,,,,,0.45,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
26,703393c5-3c72-4475-9880-33551ea42a28,Pool,26,1,0.33,,,,,,100,30,20,30,20,,,,,,,,,,,,0.46,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
27,fde14bdb-cab9-48dd-bea9-7ad364e5d809,Riffle,27,1,0.25,,10,,10,,90,10,30,30,30,,,,,,,,,,,,0.36,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
28,0d78631d-e8eb-42f4-b435-f5458d80cba2,Pool,28,1,0.26,"Bridge, redd",,,20,30,50,10,20,20,50,,,,,,,,,,,,0.81,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
29,fb1fa973-7f51-4a02-aa81-f4638bc4f7ad,Riffle,29,1,0.33,,,,10,,90,10,30,30,30,,,,,,,,,,,,0.42,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
30,d2b96d6d-30bf-4958-8675-3001d1933292,Pool,30,1,0.35,,10,,,,90,10,20,50,20,,,,,,,,,,,,0.54,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
31,bd8f1dab-bf53-4deb-a897-0b7933d1be88,Riffle,31,1,0.36,,,,,,100,10,30,30,30,,,,,,,,,,,,0.42,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
32,8cc82a61-13b5-4682-b8a5-023cd20165f4,Pool,32,1,0.36,,,,,,100,10,30,30,30,,,,,,,,,,,,0.78,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
33,c01f5e8e-80ab-439b-b118-85a7119a3531,Riffle,33,1,0.28,,10,,,,90,10,30,40,20,,,,,,,,,,,,0.56,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
34,e69469ad-a4a3-45a0-9e28-aad095d109ee,Pool,34,1,0.26,,,,,,100,10,20,40,30,,,,,,,,,,,,0.75,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
35,a5f3344c-ef99-4141-b4a7-f4048e29f8e7,Riffle,35,1,0.23,,10,,20,,80,20,20,20,40,,,,,,,,,,,,0.41,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
36,114ee1aa-bfb8-4d85-983d-a7dc4048cbc8,Pool,36,1,0.37,Diversion with tarps in water.,40,,40,10,50,20,30,40,10,,,,,,,,,,,,0.87,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
37,fb1508cf-fdc3-48c0-a7cf-ba860efd1741,Riffle,37,1,0.29,,20,,20,,80,10,30,30,30,,,,,,,,,,,,0.49,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
38,cdc3b7cb-9895-4636-bd16-7c914c23b158,Pool,38,1,0.38,,10,,,,90,10,30,40,20,,,,,,,,,,,,0.54,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
39,b8bf680b-6b17-4c0e-a4eb-ace7770bfcae,Riffle,39,1,0.26,,,,10,,90,10,40,40,10,,,,,,,,,,,,0.35,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
40,2fcab489-2686-4479-b5f1-2579473f834b,SSC,40,2,0.27,,,,50,,50,90,,,10,,,,,,,,,,,,0.52,4,2.95,1.79,2.9,4.6,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
41,37deaedb-ca7a-4313-9ddd-550625f20b85,Pool,41,1,0.23,"Jam shared with 40,41,41",20,,40,,50,10,20,40,30,,,,,,,,,,,,0.93,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
42,8b26c2c5-c353-4299-8974-a87e300fd526,Riffle,42,1,0.26,,,,,,10,10,20,50,20,,,,,,,,,,,,0.45,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
43,d8e27b56-3c48-44ff-8ffe-dc02389dac32,Pool,43,1,0.37,,,,10,,90,10,30,40,20,,,,,,,,,,,,0.61,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
44,eae0c49c-f092-4342-94ba-ce12981246eb,Riffle,44,1,0.27,,,,,,100,10,30,30,30,,,,,,,,,,,,0.5,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
45,fc01caae-152e-46ae-ad97-29ef5e2960d8,Pool,45,1,0.35,,20,,,,80,,20,30,50,,,,,,,,,,,,0.72,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
46,11d789a6-ee4f-45fd-9bef-76c88e303f05,Riffle,46,1,0.33,,20,,10,,80,10,30,30,30,,,,,,,,,,,,0.4,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
47,5cab4b7e-11c6-42e4-bb9b-92d7cff53ac5,Pool,47,1,0.34,,,,,,,10,10,20,60,,,,,,,,,,,,0.53,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
48,50e0e506-eab6-4d0f-9639-ca7e196bbf1e,Riffle,48,1,0.31,,,,,,,,30,40,30,,,,,,,,,,,,0.42,,,,,,45145207-25b4-4c90-9cab-b335ebf36502,9/11/2019 18:07,richie@qcinc.org,9/11/2019 18:07,richie@qcinc.org
